Country,Afghanistan,Albania,Algeria,Angola,Antigua and Barbuda,Argentina,Australia,Austria,The Bahamas,Bangladesh,Barbados,Belarus,Belgium,Belize,Benin,Bolivia,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Burkina Faso,Cambodia,Cameroon,Canada,Chile,China,Colombia,"Congo, Dem. Rep.","Congo, Rep.",Costa Rica,Côte d'Ivoire,Croatia,Cyprus,Czechia,Denmark,Dominica,Dominican Republic,Ecuador,"Egypt, Arab Rep.",El Salvador,Estonia,Ethiopia,Finland,France,Gabon,The Gambia,Georgia,Germany,Ghana,Greece,Grenada,Guatemala,Guinea,Guyana,Haiti,Honduras,"Hong Kong SAR, China",Hungary,India,Indonesia,"Iran, Islamic Rep.",Ireland,Italy,Jamaica,Japan,Jordan,Kazakhstan,Kenya,"Korea, Rep.",Kosovo,Kuwait,Kyrgyz Republic,Latvia,Lebanon,Liberia,Lithuania,Luxembourg,Madagascar,Malawi,Malaysia,Mali,Malta,Mauritania,Mauritius,Mexico,Moldova,Mongolia,Montenegro,Morocco,Mozambique,Myanmar,Namibia,Nepal,Netherlands,New Zealand,Nicaragua,Niger,Nigeria,North Macedonia,Norway,Pakistan,Panama,Paraguay,Peru,Philippines,Poland,Portugal,Qatar,Romania,Russian Federation,Rwanda,Senegal,Serbia,Sierra Leone,Singapore,Slovak Republic,Slovenia,South Africa,Spain,Sri Lanka,St. Kitts and Nevis,St. Lucia,St. Vincent and the Grenadines,Sudan,Suriname,Sweden,Tanzania,Thailand,Togo,Trinidad and Tobago,Tunisia,Türkiye,Uganda,Ukraine,United Arab Emirates,United Kingdom,United States,Uruguay,Uzbekistan,"Venezuela, RB",Vietnam,Zambia,Zimbabwe
WJP Rule of Law Index: Overall Score,0.31,0.49,0.49,0.42,0.64,0.54,0.80,0.79,0.58,0.39,0.66,0.44,0.78,0.50,0.47,0.37,0.52,0.60,0.50,0.55,0.45,0.31,0.36,0.79,0.66,0.48,0.47,0.34,0.40,0.68,0.44,0.61,0.67,0.74,0.90,0.58,0.50,0.46,0.35,0.42,0.82,0.36,0.87,0.72,0.40,0.49,0.58,0.83,0.54,0.60,0.60,0.44,0.41,0.50,0.32,0.41,0.72,0.50,0.49,0.52,0.38,0.82,0.66,0.57,0.78,0.55,0.54,0.45,0.74,0.56,0.58,0.45,0.73,0.44,0.44,0.77,0.83,0.43,0.52,0.57,0.39,0.67,0.36,0.60,0.40,0.53,0.53,0.57,0.48,0.37,0.34,0.61,0.52,0.82,0.83,0.33,0.42,0.41,0.54,0.89,0.37,0.52,0.45,0.48,0.46,0.66,0.67,0.62,0.61,0.41,0.63,0.56,0.47,0.44,0.78,0.64,0.68,0.56,0.71,0.51,0.63,0.62,0.62,0.34,0.49,0.85,0.46,0.50,0.43,0.51,0.49,0.41,0.38,0.48,0.64,0.78,0.68,0.72,0.50,0.26,0.50,0.45,0.39
